brand,category,ingredient,name,price,rating,reviews_number,unit
"
            By Natural Balance","Dog,Food","Crude Protein,26.0% min,Crude Fat,7.5% min,Crude Fiber,10.5% max,Moisture,10.0% max,Omega 6 Fatty Acids,1.5% min,Omega 3 Fatty Acids,0.25% min,10 lbs,1,1 1/4,10 - 20 lbs,1 - 1 3/4,1 1/4 - 2,20 - 40 lbs,1 3/4 - 2 3/4,2 - 3 1/2,40 - 60 lbs,2 3/4 - 3 3/4,3 1/2 - 4 1/2,60 - 80 lbs,3 3/4 - 4 3/4,4 1/2 - 5 1/2,80 - 100 lbs,4 3/4 - 5 1/2,5 1/2 - 6 1/2,100 - 120 lbs,5 1/2 - 6 1/2,6 1/2 - 7 1/2,120 - 140 lbs,6 1/2 - 7 1/4,7 1/2 - 8 1/2","
        Natural Balance Fat Dogs Chicken & Salmon Formula Low Calorie Dry Dog Food","
                        $48.97",/assets/img/ratings/rating-4_5.png,211,28-lb bag
"
            By ACANA","Dog,Food","Crude Protein,27.0% min,Crude Fat,17.0% min,Crude Fiber,6.0% max,Moisture,12.0% max,Calcium,1.5% min,Phosphorus,1.0% min,Omega 6 Fatty Acids,1.6% min,Omega 3 Fatty Acids,0.8% min,Docosahexaenoic Acid (DHA),0.1% min,Eicosapentaenoic Acid (EPA),0.1% min,Glucosamine,600 mg/kg min,Chondroitin Sulfate,800 mg/kg min,4 lbs,1/3,1/2,11 lbs,2/3,1,22 lbs,1,1 1/2,44 lbs,1 2/3,2 1/2,66 lbs,2 1/3,3 1/2,88 lbs,3,4 1/4,110 lbs,3 1/3,5,132 lbs,4,5 3/4","
        ACANA Lamb & Apple Singles Formula Grain-Free Dry Dog Food","
                        $70.99",/assets/img/ratings/rating-4_6.png,269,25-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,21.0% min,Crude Fat,12.5% min,Crude Fiber,3.0% max,Vitamin C,85 mg/kg min,Vitamin E,400 IU/kg min,Omega 6 Fatty Acids,2.5% min","
        Hill's Science Diet Adult Advanced Fitness Small Bites Dry Dog Food","
                        $40.99",/assets/img/ratings/rating-4_7.png,149,35-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,30.0% min,Crude Fat,12.0% min,Crude Fiber,7.0% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,0.8% min,Vitamin E,300 IU/kg min,Taurine,0.1% min,DHA,0.1% min,EPA,0.1% min,Omega 3 Fatty Acids,0.75% min,Omega 6 Fatty Acids,2.0% min,Ascorbic Acid (Vitamin C),100 mg/kg min,L-Carnitine,100 mg/kg min,Glucosamine,400 mg/kg min,Chondroitin Sulfate,300 mg/kg min,Up to 15 pounds,1/2 – 1 1/4 cup,16 to 25 pounds,1 1/4 – 1 3/4 cups,26 to 40 pounds,1 3/4 – 2 1/2 cups,41 to 60 pounds,2 1/2 – 3 1/2 cups,61 to 80 pounds,3 1/2 – 4 1/4 cups,81 to 100 pounds,4 1/4 – 5 cups,Over 100 pounds,Feed 5 cups + 1/2 cup for each additional 20 pounds","
        Blue Buffalo Wilderness Senior Chicken Recipe Grain-Free Dry Dog Food","
                        $49.99",/assets/img/ratings/rating-4_7.png,179,24-lb bag
"
            By Stella & Chewy's","Dog,Food","Crude Protein,48.0% min,Crude Fat,28.0% min,Crude Fiber,4.0% max,Moisture,5.0% max,Microorganisms,10,000,000 CFU/oz min,Crude Protein,15.0% min,Crude Fat,9.0% min,Crude Fiber,2.0% max,Moisture,72.0% max","
        Stella & Chewy's Chewy's Chicken Meal Mixers Grain-Free Freeze-Dried Dog Food","
                        $35.99",/assets/img/ratings/rating-4_8.png,192,18-oz bag
"
            By Taste of the Wild","Dog,Food","Crude Protein,28.0% min,Crude Fat,15.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,DHA (Docosahexaenoic Acid),0.05% min,Zinc,150 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega 6 Fatty Acids,2.8% min,Omega 3 Fatty Acids,0.3% min,Total Microorganisms,1,000,000 CFU/lb min","
        Taste of the Wild Pine Forest Grain-Free Dry Dog Food","
                        $48.99",/assets/img/ratings/rating-4_7.png,160,28-lb bag
"
            By Wellness","Dog,Food","Crude Protein,25.0% min,Crude Fat,11.0% min,Crude Fiber,5.0% max,Moisture,11.0% max,Calcium,1.2% min,Phosphorus,0.75% min,Vitamin E,400 IU/kg min,Omega 6 Fatty Acids,2.5% min,Omega 3 Fatty Acids,0.5% min,Glucosamine,750 mg/kg min,Chondroitin Sulfate,250 mg/kg min,Beta-Carotene,5 mg/kg min,Taurine,0.09% min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,50 - 60 lbs,3 ½ - 4,61 - 70 lbs,4 - 4 ½,71 - 80 lbs,4 ½ - 4 ¾,81 - 90 lbs,5 - 5 ¼,91 - 100 lbs,5 ¼ - 5 ¾,101 - 110 lbs,5 ¾ - 6 ¼,111 - 120 lbs,6 ¼ - 6 ½,121 - 140 lbs,6 ¾ - 7 ½,141 - 160 lbs,7 ½ - 8 ¼,161 - 180 lbs,8 ¼ - 9,Dogs over 180 lbs,Add ¼ cup per additional 10 lbs","
        Wellness Large Breed Complete Health Adult Deboned Chicken & Brown Rice Recipe Dry Dog Food","
                        $57.98",/assets/img/ratings/rating-4_7.png,110,30-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,24.0% min,Crude Fat,9.5% min,Crude Fiber,13.0% max,Vitamin C,85 mg/kg min,Vitamin E,500 IU/kg min,lbs (kg) ,Weight Loss ,Weight Maintenance,5lb (2.3kg) ,1/2 cup (45g) ,3/4 cup (70g) ,10lb (4.5kg) ,3/4 cup (70g) ,1 1/4 cups (115g) ,20lb (9.1kg) ,1 1/4 cups (115g) ,2 cups (180g) ,40lb (18kg) ,2 cups (180g) ,3 1/3 cups (305g) ,60lb (27kg) ,2 3/4 cups (250g) ,4 2/3 cups (425g) ,80lb (36kg) ,3 1/2 cups (320g) ,5 2/3 cups (525g) ,100lb (45kg) ,4 1/4 cups (385g) ,6 3/4 cups (615g) ","
        Hill's Science Diet Adult Perfect Weight Dry Dog Food","
                        $45.09",/assets/img/ratings/rating-4_8.png,103,28.5-lb bag
"
            By Dog Chow","Dog,Food","Crude Protein,21.0% min,Crude Fat,10.0% min,Crude Fiber,4.5% max,Moisture,12.0% max,Linoleic Acid,1.5% min,Calcium,1.0% min,Phosphorus,0.8% min,Vitamin A,10,000 IU/kg min,3 - 1/2 lbs,1/2 - 1 1/4,13 - 20 lbs,1 1/4 - 1 1/2,21 - 35 lbs,1 1/2 - 2 1/4,36 - 50 lbs,2 1/4 - 2 3/4,51 - 75 lbs,2 3/4 - 3 2/3,76 - 100 lbs,3 2/3 - 4 1/3,100+ lbs,4-1/3 + 1/3*","
        Dog Chow Complete Dry Dog Food","
                        $25.16",/assets/img/ratings/rating-4_5.png,83,42-lb bag
"
            By Victor","Dog,Food","Crude Protein,26.0% min,Crude Fat,18.0% min,Crude Fiber,3.8% max,Moisture,9.0% max,Linoleic Acid,2.6% min,Zinc,150 mg/kg min,Selenium,0.4 mg/kg min,Vitamin E,150 IU/kg min,10 lbs,1,20 lbs,1 1/4,30 lbs,1 3/4,40 lbs,2 1/2,60 lbs,3 1/4,80 lbs,3 3/4,100 lbs,4 1/2,Over 100 lbs,4 1/2 plus 1/2 for each 20 lbs over 100 lbs","
        Victor Professional Formula Dry Dog Food","
                        $41.25",/assets/img/ratings/rating-4_8.png,128,40-lb bag
"
            By Taste of the Wild","Dog,Food","Crude Protein,29.0% min,Crude Fat,15.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Zinc,150 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega 6 Fatty Acids,2.4% min,Omega 3 Fatty Acids,0.3% min,Total Microorganisms,1,000,000 CFU/lb min","
        Taste of the Wild Southwest Canyon Grain-Free Dry Dog Food","
                        $48.99",/assets/img/ratings/rating-4_6.png,269,28-lb bag
"
            By Royal Canin","Dog,Food","Crude Protein,28.0% min,Crude Fat,11.0% min,Crude Fiber,5.2% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.24% min,Docosahexaenoic Acid (DHA),0.1% min,Glucosamine,820 mg/kg min,Chondroitin Sulfate,75 mg/kg min,57.3 lbs,3 3/4,4 3/8,61.7 lbs,4,4 5/8,66.1 lbs,4 1/8,4 7/8,70.5 lbs,4 3/8,5 1/8,75 lbs,4 5/8,5 3/8,79.4 lbs,4 3/4,5 1/2,83.8 lbs,5,5 3/4,88.2 lbs,5 1/4,6","
        Royal Canin Labrador Retriever Adult Dry Dog Food","
                        $56.09",/assets/img/ratings/rating-4_8.png,107,30-lb bag
"
            By Rachael Ray Nutrish","Dog,Food","Crude Protein,20.0% min,Crude Fat,13.0% min,Crude Fiber,7.0% max,Moisture,11.0% max,Linoleic Acid (Omega 6 Fatty Acid),1.5% min,Calcium,1.1% min,Phosphorus,0.9% min,Zinc,250 mg/kg min,Vitamin E,225 IU/kg min,Ascorbic Acid (Vitamin C),55 mg/kg min,Alpha-Linolenic Acid,0.1% min,Glucosamine (naturally occurring),750 mg/kg min,Chondroitin Sulfate (naturally occurring),500 mg/kg min","
        Rachael Ray Nutrish Just 6 Natural Lamb & Rice Recipe Dry Dog Food","
                        $30.48",/assets/img/ratings/rating-4_6.png,141,28-lb bag
"
            By Earthborn Holistic","Dog,Food","Crude Protein,38.0% min,Crude Fat,20.0% min,Crude Fiber,2.5% max,Moisture,10.0% max,Calcium,1.5% min,Phosphorus,1.0% min,Vitamin E,250 IU/kg min,Ascorbic Acid (Vitamin C),100 mg/kg min,L-Carnitine,50 mg/kg min,Beta-Carotene,5 mg/kg min,Taurine,0.05% min,Omega 6 Fatty Acids,3.3% min,Omega 3 Fatty Acids,0.4% min,Docosahexaenoic Acid (DHA),0.05% min","
        Earthborn Holistic Primitive Natural Grain-Free Natural Dry Dog Food","
                        $51.99",/assets/img/ratings/rating-4_6.png,232,28-lb bag
"
            By ACANA","Dog,Food","Crude Protein,29.0% min,Crude Fat,17.0% min,Crude Fiber,6.0% max,Moisture,12.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Omega 6 Fatty Acids,2.0% min,Omega 3 Fatty Acids,1.0% min,Docosahexaenoic Acid (DHA),0.2% min,Eicosapentaenoic Acid (EPA),0.2% min,Glucosamine,700 mg/kg min,Chondroitin Sulfate,900 mg/kg min,4 lbs,1/4,1/2,11 lbs,2/3,1,22 lbs,1,1 1/2,44 lbs,1 2/3,2 1/2,66 lbs,2 1/4,3 1/2,88 lbs,2 3/4,4 1/4,110 lbs,3 1/3,5,132 lbs,3 3/4,5 3/4","
        ACANA Heritage Freshwater Fish Formula Grain-Free Dry Dog Food","
                        $63.99",/assets/img/ratings/rating-4_6.png,145,25-lb bag
"
            By Victor","Dog,Food","Crude Protein,33.0% min,Crude Fat,15.0% min,Crude Fiber,3.8% max,Moisture,9.0% max,Linoleic Acid (Omega 6),2.4% min,Zinc,150 mg/kg min,Selenium,0.4 mg/kg min,Vitamin E,150 IU/kg min,Linolenic Acid (Omega 3),0.4% min,L-Carnitine,50 mg/kg min,DHA,0.1% min,10 lbs,3/4,20 lbs,1 1/2,30 lbs,2,40 lbs,2 1/2,60 lbs,3 1/4,80 lbs,3 3/4,100 lbs,4 1/2,1 - 3,75%,25%,4 - 6,50%,50%,7 - 9 ,25%,75%,10+,?,100%","
        Victor Yukon River Salmon & Sweet Potato Grain-Free Dry Dog Food","
                        $56.00",/assets/img/ratings/rating-4_7.png,148,30-lb bag
"
            By Royal Canin","Dog,Food","Crude Protein,25.0% min,Crude Fat,14.0% min,Crude Fiber,3.2% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.15% min,Docosahexaenoic Acid (DHA),0.06% min,L-Carnitine,40 mg/kg min,2.2 lbs,1/4,1/4,3/8,4.4 lbs,3/8,1/2,1/2,6.6 lbs,5/8,5/8,3/4,8.8 lbs,3/4,7/8,7/8,11 lbs,7/8,1,1 1/8,13.2 lbs,1,1 1/8,1 1/4,15.4 lbs,1 1/8,1 1/4,1 3/8,17.6 lbs,1 1/4,1 3/8,1 5/8,19.8 lbs,1 1/4,1 1/2,1 3/4,22 lbs,1 3/8,1 5/8,1 7/8","
        Royal Canin Mini Adult Formula Dog Dry Food","
                        $30.59",/assets/img/ratings/rating-4_8.png,115,14-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,7.0% min,Crude Fat,4.0% min,Crude Fiber,1.5% max,Moisture,78.0% max","
        Natural Balance L.I.D. Limited Ingredient Diets Sweet Potato & Fish Formula Grain-Free Canned Dog Food","
                        $23.59",/assets/img/ratings/rating-4_2.png,166,"13-oz, case of 12"
"
            By Wellness","Dog,Food","Crude Protein,34.0% min,Crude Fat,16.0% min,Crude Fiber,7.0% max,Moisture,10.0% max,Calcium,2.10% max,Phosphorus,1.45% max,Vitamin E,400 IU/kg,Omega-6 Fatty Acids*,2.0% min,Omega-3 Fatty Acids*,0.80% min,Glucosamine*,250 mg/kg min,Chondroitin Sulfate*,200 mg/kg min,Beta-Carotene*,5 mg/kg min,Total Lactic Acid Microorganisms*,+80,000,000 CFU/lb min,6 - 10,¼ - 1¼,20 - 35,1¼ - 1¾,35 - 50,1¾ - 2¼,50 - 65,2¼ - 2¾,65 - 80,2¾ - 3¼,80 - 95,3¼ - 3¾,95 - 115,3¾ - 4¼","
        Wellness CORE Grain-Free Ocean Whitefish, Herring & Salmon Recipe Dry Dog Food","
                        $66.98",/assets/img/ratings/rating-4_7.png,226,26-lb bag
"
            By American Journey","Dog,Food","Crude Protein,25.0% min,Crude Fat,12.0% min,Crude Fiber,7.0% max,Moisture,10.0% max,Docosahexaenoic Acid (DHA),0.10% min,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,100 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,100 IU/kg min,Omega 6 Fatty Acids*,1.8% min,Omega 3 Fatty Acids*,1.2% min,3 lbs,1/2,6 lbs,3/4,10 lbs,1,15 lbs,1 1/2,20 lbs,2,30 lbs,2 2/3,40 lbs,3 1/4,50 lbs,3 3/4,60 lbs,4 1/2,70 lbs,5,80 lbs,5 1/2,90 lbs,6,100 lbs,6 1/2","
        American Journey Limited Ingredient Grain-Free Salmon & Sweet Potato Recipe Dry Dog Food","
                        $39.99",/assets/img/ratings/rating-5_0.png,17,24-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,20.0% min,Crude Fat,13.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,0.9% min,Phosphorus,0.7% min,Vitamin E,300 IU/kg min,Omega 3 Fatty Acids,0.75% min,Omega 6 Fatty Acids,2.0% min,Vitamin C,100 mg/kg min,Glucosamine,200 mg/kg min,Up to 15 lbs,1/2 - 1 1/2,16 - 25 lbs,1 1/2 - 2,26 - 40 lbs,2 - 3,41 - 60 lbs,3 - 4,61 - 80 lbs,4 - 5,81 - 100 lbs,5 - 6,100+ lbs,6 + 1/2 per 20 lbs","
        Blue Buffalo Basics Limited Ingredient Grain-Free Formula Duck & Potato Recipe Adult Dry Dog Food","
                        $51.99",/assets/img/ratings/rating-4_8.png,87,22-lb bag
"
            By American Journey","Dog,Food","Crude Protein,25.0% min,Crude Fat,15.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Docosahexaenoic Acid (DHA),0.05% min,Calcium,1.2% min,Phosphorus,1.0 % min,Zinc,100mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,100 IU/kg min,Omega 6 Fatty Acids,2.4% min,Omega 3 Fatty Acids,0.5% min,3 lbs,1/3,6 lbs,1/2,10 lbs,1,15 lbs,1 1/3,20 lbs,1 2/3,30 lbs,2 1/4,40 lbs,2 3/4,50 lbs,3 1/3,60 lbs,3 3/4,70 lbs,4 1/4,80 lbs,4 3/4,90 lbs,5 1/4,100 lbs,5 2/3","
        American Journey Chicken & Brown Rice Recipe Dry Dog Food","
                        $34.99",/assets/img/ratings/rating-4_5.png,72,28-lb bag
"
            By Royal Canin Veterinary Diet","Dog,Food","Crude Protein,28.0% min,Crude Fat,7.5% min,Crude Fiber,18.8% max,Moisture,10.0% max,Glucosamine,750 mg/kg min,Chondroitin Sulfate,25 mg/kg min,4.4 lbs,3/8 - 1/2,1/2,11 lbs,7/8 - 1,1,22 lbs,1 1/2 - 1 3/4,1 5/8,33 lbs,2 - 2 1/4,2 1/8,44 lbs,2 1/2 - 2 7/8,2 3/4,55 lbs,2 7/8 - 3 3/8,3 1/8,66 lbs,3 3/8 - 3 7/8,3 5/8,77 lbs,3 3/4 - 4 3/8,4 1/8,88 lbs,4 1/8 - 4 3/4,4 1/2,99 lbs,4 1/2 - 5 1/4,5,110 lbs,4 7/8 - 5 5/8,5 3/8,132 lbs,5 5/8 - 6 1/2,6 1/8","
        Royal Canin Veterinary Diet Satiety Support Dry Dog Food","
                        $65.44",/assets/img/ratings/rating-4_8.png,108,26.4-lb bag
"
            By Royal Canin Veterinary Diet","Dog,Food","Crude Protein,21.0% min,Crude Fat,14.0% min,Crude Fiber,12.5% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.18% min,Docosahexaenoic Acid (DHA),0.08% min,4.4 lbs,5/8,5/8,11.0 lbs,1 1/8,1 3/8,22.0 lbs,2,2 1/4,33.1 lbs,2 5/8,3,44.1 lbs,3 1/4,3 3/4,55.1 lbs,3 7/8,4 1/2,66.1 lbs,4 1/2,5 1/8,77.2 lbs,5,5 3/4,88.2 lbs,5 1/2,6 3/8,99.2 lbs,6,7,110.2 lbs,6 1/2,7 1/2,132.3 lbs,7 1/2,8 5/8","
        Royal Canin Veterinary Diet Gastrointestinal Fiber Response Dry Dog Food","
                        $52.69",/assets/img/ratings/rating-4_8.png,90,17.6-lb bag
"
            By Stella & Chewy's","Dog,Food","Crude Protein,40.0% min,Crude Fat,40.0% min,Crude Fiber,4.0% max,Moisture,5.0% max,Microorganisms,10,000,000 CFU/oz min,Crude Protein,13.5% min,Crude Fat,13.5% min,Crude Fiber,2.0% max,Moisture,68.0% max","
        Stella & Chewy's Dandy Lamb Dinner Patties Grain-Free Freeze-Dried Dog Food","
                        $29.99",/assets/img/ratings/rating-4_7.png,185,15-oz bag
"
            By Natural Balance","Dog,Food","Crude Protein,8.0% min,Crude Fat,5.0% min,Crude Fiber,1.5% max,Moisture,78.0% max","
        Natural Balance Ultra Premium Beef Formula Canned Dog Food","
                        $18.15",/assets/img/ratings/rating-4_5.png,147,"13-oz, case of 12"
"
            By Nutro Ultra","Dog,Food","Crude Protein,23.0% min,Crude Fat,10.0% min,Crude Fat,13.0% max,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,250 mg/kg min,Vitamin E,80 IU/kg min,Chondroitin Sulfate,200 mg/kg min,Glucosamine,80 mg/kg min,Omega-3 Fatty Acids,0.4% min,Omega-6 Fatty Acids,2.0% min,Taurine,0.05% min,5 lbs,1/2,3/5,10 lbs,3/4,1,20 lbs,1 1/3,1 1/2,40 lbs,2 1/3,2 2/3,60 lbs,3 1/4,3 1/2,80 lbs,4,4 1/2,100 lbs,4 2/3,5 1/4","
        Nutro Ultra Weight Management Dry Dog Food","
                        $52.19",/assets/img/ratings/rating-4_8.png,121,30-lb bag
"
            By CANIDAE","Dog,Food","Crude Protein ,32.0% min,Crude Fat ,18.0% min,Crude Fiber ,4.0% max,Moisture ,10.0% max,Linoleic Acid (Omega 6),3.7% min,Vitamin E,50 IU/kg min,Alpha Linolenic Acid (Omega 3),0.4% min,Lactobacillus Acidophilus,100,000,000 CFU/lb min,Cellulase,100 CMCU/kg min,2-10 lbs,1/2 - 3/4,1/4 - 1/2,10-25 lbs,3/4 - 1,1/2 - 3/4,25-50 lbs,1 - 2,3/4 - 1,50-75 lbs,2 - 3,1 - 1 1/2,75-100 lbs,3 - 4,1 1/2 - 2 1/2,100-125 lbs,4 - 4 3/4,2 1/2 - 3,125-150 lbs,4 3/4 - 5 1/2,3 - 3 1/2","
        CANIDAE Grain-Free PURE Sea with Salmon Dry Dog Food","
                        $59.84",/assets/img/ratings/rating-4_7.png,156,24-lb bag
"
            By Iams","Dog,Food","Crude Protein,25.0% min,Crude Fat,14.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Vitamin E,60 IU/kg min,Selenium,.45 mg/kg min,L-Carnitine,30 mg/kg min,Omega-6 Fatty Acids,1.56% min,3 pounds,1/3 – 1/2 cups,10 pounds,3/4 – 1 cups,20 pounds,1 1/3 – 1 2/3 cups,30 pounds,1 3/4 – 2 1/4 cups,40 pounds,2 1/3 – 2 2/3 cups,50 pounds,2 3/4 – 3 1/4 cups,60 pounds,3 1/4 – 3 2/3 cups,70 pounds,3 1/2 – 4 cups,80 pounds,4 – 4 1/2 cups,90 pounds,4 1/4 – 5 cups,100 pounds,4 2/3 – 5 1/3 cups","
        Iams ProActive Health Adult Lamb Meal & Rice Formula Dry Dog Food","
                        $26.75",/assets/img/ratings/rating-4_8.png,58,26.2-lb bag
"
            By American Journey","Dog,Food","Crude Protein,25.0% min,Crude Fat,12.0% min,Crude Fiber,7.0% max,Moisture,10.0% max,Docosahexaenoic Acid (DHA),0.05% min,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,100 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,100 IU/kg min,Omega 6 Fatty Acids*,1.8% min,Omega 3 Fatty Acids*,0.8% min,3 lbs,1/2,6 lbs,3/4,10 lbs,1,15 lbs,1 1/2,20 lbs,2,30 lbs,2 2/3,40 lbs,3 1/4,50 lbs,3 3/4,60 lbs,4 1/2,70 lbs,5,80 lbs,5 1/2,90 lbs,6,100 lbs,6 1/2","
        American Journey Limited Ingredient Grain-Free Duck & Sweet Potato Recipe Dry Dog Food","
                        $39.99",/assets/img/ratings/rating-4_9.png,16,24-lb bag
"
            By Nutro","Dog,Food","Crude Protein,23.0% min,Crude Fat,12.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Alpha-Linolenic Acid,0.1% min,Docosahexaenoic Acid,0.05% min,Selenium,0.35 mg/kg min,Vitamin E,60 IU/kg min,Chondroitin Sulfate,350 mg/kg min,Glucosamine,150 mg/kg min,Omega-3 Fatty Acids,0.2% min,Omega-6 Fatty Acids,2.0% min,10 lbs,1,1 1/8,1 1/4,15 lbs,1 1/3,1 2/3,1 3/4,25 lbs,2,2 1/4,2 1/2,35 lbs,2 1/2,2 3/4,3 1/4,45 lbs,3,3 1/2,4,55 lbs,3 1/2,4,4 1/2,65 lbs,4,4 1/2,5 1/4","
        Nutro Wholesome Essentials Senior Farm Raised Chicken, Brown Rice & Sweet Potato Recipe Dry Dog Food","
                        $44.99",/assets/img/ratings/rating-4_8.png,117,30-lb bag
"
            By Victor","Dog,Food","Crude Protein,33.0% min,Crude Fat,16.0% min,Crude Fiber,3.8% max,Moisture,9.0% max,Linoleic Acid (Omega 6),2.8% min,Zinc,150 mg/kg min,Selenium,0.4 mg/kg min,Vitamin E,150 IU/kg min,Linolenic Acid (Omega 3),0.4% min,L-Carnitine,50 mg/kg min,DHA,0.1% min,Glucosamine,850 mg/kg min,Chondroitin,250 mg/kg min,10 lbs,3/4,20 lbs,1 1/2,30 lbs,2,40 lbs,2 1/2,60 lbs,3 1/4,80 lbs,4,100 lbs,4 1/2,1 - 3,75%,25%,4 - 6,50%,50%,7 - 9 ,25%,75%,10+,?,100%","
        Victor Hero Grain-Free Dry Dog Food","
                        $50.25",/assets/img/ratings/rating-4_8.png,91,30-lb bag
"
            By Wellness","Dog,Food","Crude Protein,36.0% min,Crude Fat,16.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,2.0% max,Phosphorus,1.3% max,Vitamin E,400 IU/kg,Omega-6 Fatty Acids*,3.0% min,Omega-3 Fatty Acids*,0.5% min,Glucosamine*,250 mg/kg min,Chondroitin Sulfate*,200 mg/kg min,Beta-Carotene*,5 mg/kg min,Total Lactic Acid Microorganisms*,+80,000,000 CFU/lb min,2 - 4,¼ - ½,5 - 8,½ - ¾,9 - 12,¾ - 1,13 - 16,1 - 1¼,17 - 20,1¼ - 1½,21 - 25,1½ - 1¾","
        Wellness CORE Grain-Free Small Breed Turkey & Chicken Recipe Dry Dog Food","
                        $35.98",/assets/img/ratings/rating-4_7.png,201,12-lb bag
"
            By Nature's Recipe","Dog,Food","Crude Protein,20.00% min,Crude Fat,12.00% min,Crude Fiber,4.00% max,Moisture,10.00% max,Iron,200 mg/kg min,Copper,10 mg/kg min,Zinc,50 mg/kg min,Selenium,0.4 mg/kg min,Vitamin E,125 IU/kg min,Omega-3 Fatty Acids,0.19% min,Omega-6 Fatty Acids,1.50% min,Beta-carotene,1 mg/kg min,Lycopene,10 mcg/kg min,5 - 10 lbs,1/2 - 1,10 - 20 lbs,1 - 1 3/4,20 - 50 lbs,1 3/4 - 3 1/2,50 - 100 lbs,3 1/2 - 5 3/4,> 100 lbs,Add 1/2 for every 10 lbs of body weight > 100 lbs","
        Nature's Recipe Adult Lamb Meal & Rice Recipe Dry Dog Food","
                        $29.83",/assets/img/ratings/rating-4_7.png,83,30-lb bag
"
            By American Journey","Dog,Food","Crude Protein,25.0% min,Crude Fat,15.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Docosahexaenoic Acid (DHA),0.08% min,Calcium,1.2% min,Phosphorus,1.0 % min,Zinc,100mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,100 IU/kg min,Omega 6 Fatty Acids,2.3% min,Omega 3 Fatty Acids,0.8% min,3 lbs,1/3,6 lbs,2/3,10 lbs,1,15 lbs,1 1/3,20 lbs,1 2/3,30 lbs,2 1/4,40 lbs,2 3/4,50 lbs,3 1/3,60 lbs,3 3/4,70 lbs,4 1/4,80 lbs,4 3/4,90 lbs,5 1/4,100 lbs,5 2/3","
        American Journey Salmon & Brown Rice Recipe Dry Dog Food","
                        $34.99",/assets/img/ratings/rating-4_4.png,67,28-lb bag
"
            By Merrick","Dog,Food","Crude Protein,38.0% min,Crude Fat,17.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,Omega 6 Fatty Acid,3.0% min,Omega 3 Fatty Acid,0.3% min,Glucosamine,1,200 mg/kg min,Chondroitin Sulfate,1,200 mg/kg min,3 lbs,1/3,6 lbs,2/3,10 lbs,1,15 lbs,1 1/4,20 lbs,1 1/2,30 lbs,2,40 lbs,2 1/2,50 lbs,3,60 lbs,3 1/2,70 lbs,4,80 lbs,4 1/3,90 lbs,4 3/4,100 lbs,5 1/4","
        Merrick Backcountry Raw Infused Great Plains Red Recipe with Beef, Lamb & Rabbit Grain-Free Dry Dog Food","
                        $66.30",/assets/img/ratings/rating-4_6.png,134,22-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,20.0% min,Crude Fat,14.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.7% min,Vitamin E,300 IU/kg min,Omega 3 Fatty Acids,0.75% min,Omega 6 Fatty Acids,1.75% min,Vitamin C,100 mg/kg min,Glucosamine,300 mg/kg min,Up to 15 lbs,1/2 - 1 1/2,16 - 25 lbs,1 1/2 - 2,26 - 40 lbs,2 - 3,41 - 60 lbs,3 - 4,61 - 80 lbs,4 - 5,81 - 100 lbs,5 - 5 3/4,100+ lbs,5 3/4 + 1/2 per 20 lbs","
        Blue Buffalo Basics Limited Ingredient Grain-Free Formula Lamb & Potato Recipe Adult Dry Dog Food","
                        $51.99",/assets/img/ratings/rating-4_9.png,71,22-lb bag
